datetime,demand_pred
2020-07-03 00:00:00,1.6572025592597854
2020-07-03 00:30:00,1.5606274138830667
2020-07-03 01:00:00,1.489175518493762
2020-07-03 01:30:00,1.4656804834362793
2020-07-03 02:00:00,1.450136490091343
2020-07-03 02:30:00,1.430997871490069
2020-07-03 03:00:00,1.4382145566863647
2020-07-03 03:30:00,1.3733553980915387
2020-07-03 04:00:00,1.4252275555377478
2020-07-03 04:30:00,1.5352615265054745
2020-07-03 05:00:00,1.6783021066016668
2020-07-03 05:30:00,1.9679612581343253
2020-07-03 06:00:00,2.286074830842792
2020-07-03 06:30:00,2.4664686913048115
2020-07-03 07:00:00,2.704642700223547
2020-07-03 07:30:00,2.75231789770688
2020-07-03 08:00:00,2.7253505106353044
2020-07-03 08:30:00,2.747187122301146
2020-07-03 09:00:00,2.8103606466196114
2020-07-03 09:30:00,2.7273947323120784
2020-07-03 10:00:00,2.6784316161551303
2020-07-03 10:30:00,2.5850538103518694
2020-07-03 11:00:00,2.739145471244494
2020-07-03 11:30:00,2.6847881472286157
2020-07-03 12:00:00,2.655200659008185
2020-07-03 12:30:00,2.595861359735681
2020-07-03 13:00:00,2.472192922540096
2020-07-03 13:30:00,2.381097929632564
2020-07-03 14:00:00,2.390912543509255
2020-07-03 14:30:00,2.421003783715459
2020-07-03 15:00:00,2.641951261650262
2020-07-03 15:30:00,2.9136286210795626
2020-07-03 16:00:00,3.1218660053035605
2020-07-03 16:30:00,3.2890048287513767
2020-07-03 17:00:00,3.2501512211883474
2020-07-03 17:30:00,3.1623647139854794
2020-07-03 18:00:00,3.0207977509406465
2020-07-03 18:30:00,2.848073055209864
2020-07-03 19:00:00,2.6712327797151056
2020-07-03 19:30:00,2.5576884288044077
2020-07-03 20:00:00,2.5067875105699304
2020-07-03 20:30:00,2.5099235249262404
2020-07-03 21:00:00,2.4562964196639547
2020-07-03 21:30:00,2.289566015981506
2020-07-03 22:00:00,2.060301568532245
2020-07-03 22:30:00,1.8588059104253654
2020-07-03 23:00:00,1.7878435281335325
2020-07-03 23:30:00,1.6783960884770028
2020-07-04 00:00:00,1.7262454269603364
2020-07-04 00:30:00,1.6252288882173405
2020-07-04 01:00:00,1.540194676068908
2020-07-04 01:30:00,1.5088368285367726
2020-07-04 02:00:00,1.4838437069226793
2020-07-04 02:30:00,1.4552871691577587
2020-07-04 03:00:00,1.4565103871401834
2020-07-04 03:30:00,1.380368912445899
2020-07-04 04:00:00,1.3973276808834965
2020-07-04 04:30:00,1.4391707279125372
2020-07-04 05:00:00,1.4954949395596728
2020-07-04 05:30:00,1.663442273250646
2020-07-04 06:00:00,1.855635337785293
2020-07-04 06:30:00,2.018173223523495
2020-07-04 07:00:00,2.3000769135476054
2020-07-04 07:30:00,2.492015348038752
2020-07-04 08:00:00,2.5778312737427203
2020-07-04 08:30:00,2.6295577658231926
2020-07-04 09:00:00,2.7856295330122975
2020-07-04 09:30:00,2.7713757116675484
2020-07-04 10:00:00,2.734879351855305
2020-07-04 10:30:00,2.6694559753935776
2020-07-04 11:00:00,2.786043187127509
2020-07-04 11:30:00,2.6802292403299512
2020-07-04 12:00:00,2.6606659683485945
2020-07-04 12:30:00,2.57373376072324
2020-07-04 13:00:00,2.4642312756924145
2020-07-04 13:30:00,2.3608903929753255
2020-07-04 14:00:00,2.3719846909679023
2020-07-04 14:30:00,2.360394463989821
2020-07-04 15:00:00,2.5121434041834094
